"기준_년분기_코드","상권_구분_코드","상권_구분_코드_명","상권_코드","상권_코드_명","총_직장_인구_수","남성_직장_인구_수","여성_직장_인구_수","연령대_10_직장_인구_수","연령대_20_직장_인구_수","연령대_30_직장_인구_수","연령대_40_직장_인구_수","연령대_50_직장_인구_수","연령대_60_이상_직장_인구_수","남성연령대_10_직장_인구_수","남성연령대_20_직장_인구_수","남성연령대_30_직장_인구_수","남성연령대_40_직장_인구_수","남성연령대_50_직장_인구_수","남성연령대_60_이상_직장_인구_수","여성연령대_10_직장_인구_수","여성연령대_20_직장_인구_수","여성연령대_30_직장_인구_수","여성연령대_40_직장_인구_수","여성연령대_50_직장_인구_수","여성연령대_60_이상_직장_인구_수"
"20212","A","골목상권","3110761","문래동남성맨션","180","106","74","0","13","43","45","41","38","0","8","17","26","25","30","0","5","26","19","16","8"
"20212","R","전통시장","3130245","영일시장","675","567","108","1","61","189","238","136","50","0","41","148","217","115","46","1","20","41","21","21","4"
"20212","A","골목상권","3110758","문래소공원","296","221","75","1","44","77","70","67","37","0","32","60","46","52","31","1","12","17","24","15","6"
"20212","A","골목상권","3110815","공군호텔","2250","791","1459","4","426","519","477","509","315","0","88","197","168","172","166","4","338","322","309","337","149"
"20212","A","골목상권","3110787","신길3동주민센터","171","122","49","0","19","35","47","42","28","0","8","25","36","31","22","0","11","10","11","11","6"
"20212","A","골목상권","3110780","신길대성유니드아파트","223","171","52","0","22","42","71","56","32","0","18","34","51","41","27","0","4","8","20","15","5"
"20212","A","골목상권","3110804","신풍역 1번","312","187","125","0","15","37","62","63","135","0","4","15","29","35","104","0","11","22","33","28","31"
"20212","D","발달상권","3120150","63빌딩","8614","5431","3183","45","1167","2157","2997","1883","365","18","610","1437","1563","1568","235","27","557","720","1434","315","130"
"20212","D","발달상권","3120144","영중로","2017","1073","944","1","254","395","508","598","261","1","142","276","289","230","135","0","112","119","219","368","126"
"20212","A","골목상권","3110808","신길역 1번","67","48","19","0","3","22","21","13","8","0","3","15","14","9","7","0","0","7","7","4","1"
"20212","A","골목상권","3110832","노량진초등학교","491","269","222","0","54","105","122","153","57","0","24","64","85","70","26","0","30","41","37","83","31"
"20212","R","전통시장","3130266","만양로상점가","2","1","1","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","1","0","0"
"20212","A","골목상권","3110822","신대방삼거리역 4번(대림초등학교)","313","131","182","0","57","71","68","76","41","0","13","28","34","35","21","0","44","43","34","41","20"
"20212","A","골목상권","3110850","사당역 10번","969","487","482","4","217","207","185","162","194","1","54","88","92","95","157","3","163","119","93","67","37"
"20212","R","전통시장","3130273","남성사계시장(남성시장)","141","63","78","0","21","36","45","22","17","0","3","19","20","8","13","0","18","17","25","14","4"
"20212","R","전통시장","3130260","신대방1동골목상권","70","31","39","0","8","22","15","15","10","0","0","7","7","10","7","0","8","15","8","5","3"
"20212","R","전통시장","3130281","우림시장","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"20212","A","골목상권","3110859","난향초등학교","182","113","69","0","11","32","42","52","45","0","0","21","27","30","35","0","11","11","15","22","10"
"20212","A","골목상권","3110886","관악해태어린이공원","184","103","81","1","38","50","41","34","20","1","18","28","21","23","12","0","20","22","20","11","8"
"20212","A","골목상권","3110880","신림역 1번","995","275","720","0","379","296","157","128","35","0","78","87","66","33","11","0","301","209","91","95","24"
"20212","A","골목상권","3110888","청룡동주민센터","94","53","41","0","5","9","11","22","47","0","3","2","4","6","38","0","2","7","7","16","9"
"20212","A","골목상권","3110896","관악우성아파트","202","49","153","0","41","37","44","47","33","0","5","7","11","13","13","0","36","30","33","34","20"
"20212","A","골목상권","3110948","헌인가구단지","57","27","30","0","5","24","14","11","3","0","4","12","6","2","3","0","1","12","8","9","0"
"20212","D","발달상권","3120165","서래마을카페거리(서래마을)","3467","2266","1201","11","605","1119","949","516","267","3","277","716","707","369","194","8","328","403","242","147","73"
"20212","A","골목상권","3110921","서울프랑스학교","506","312","194","7","63","70","115","134","117","2","30","43","80","86","71","5","33","27","35","48","46"
"20212","A","골목상권","3110907","방배초등학교","775","476","299","8","119","165","211","143","129","5","54","100","118","95","104","3","65","65","93","48","25"
"20212","A","골목상권","3110912","방배동사이길","210","128","82","3","33","45","53","42","34","2","16","27","39","21","23","1","17","18","14","21","11"
"20212","A","골목상권","3110933","한국상담대학원대학교","679","60","619","0","344","156","86","63","30","0","10","15","15","5","15","0","334","141","71","58","15"
"20212","D","발달상권","3120172","교대입구교차로","10241","5712","4529","53","2062","2700","2445","1945","1036","33","854","1635","1489","1004","697","20","1208","1065","956","941","339"
"20212","A","골목상권","3110935","한전아트센터","379","264","115","2","53","108","105","72","39","2","33","82","75","46","26","0","20","26","30","26","13"
"20212","D","발달상권","3120192","뱅뱅사거리","27363","18865","8498","72","5748","8234","6678","4352","2279","37","3275","5587","5090","3174","1702","35","2473","2647","1588","1178","577"
"20212","D","발달상권","3120180","양재화물트럭터미널앞","2562","2146","416","13","637","812","554","409","137","10","466","711","481","363","115","3","171","101","73","46","22"
"20212","A","골목상권","3110984","포이초등학교(개포목련어린이공원)","1556","1046","510","2","236","342","331","306","339","0","140","241","211","199","255","2","96","101","120","107","84"
"20212","D","발달상권","3120190","강남을지병원","11725","6199","5526","44","3417","3232","2506","1512","1014","14","1228","1650","1567","988","752","30","2189","1582","939","524","262"
"20212","D","발달상권","3120196","서울세관","9664","5880","3784","15","1699","2887","2578","1611","874","2","596","1519","1718","1320","725","13","1103","1368","860","291","149"
"20212","D","발달상권","3120200","학동사거리","9363","3808","5555","26","2868","3075","1848","1005","541","9","654","1122","937","687","399","17","2214","1953","911","318","142"
"20212","D","발달상권","3120223","휘문고교사거리","9166","5574","3592","20","1785","2926","2736","1401","298","4","1102","2061","1597","609","201","16","683","865","1139","792","97"
"20212","A","골목상권","3110975","매봉역 1번","10837","6932","3905","34","2175","2199","3202","3019","208","21","1010","1161","2184","2402","154","13","1165","1038","1018","617","54"
"20212","A","골목상권","3110978","도곡2동주민센터(대치중학교)","331","186","145","0","46","70","72","114","29","0","20","41","47","62","16","0","26","29","25","52","13"
"20212","A","골목상권","3110974","언주중학교","278","168","110","3","58","66","85","43","23","3","25","39","59","27","15","0","33","27","26","16","8"
"20212","D","발달상권","3120188","압구정역","8579","3750","4829","134","2204","2146","1550","1314","1231","47","698","969","897","556","583","87","1506","1177","653","758","648"
"20212","D","발달상권","3120202","압구정로데오역(압구정로데오)","11735","6075","5660","41","2963","4419","2469","1425","418","11","793","2184","1593","1195","299","30","2170","2235","876","230","119"
"20212","A","골목상권","3110971","선정릉역 4번","1542","900","642","11","278","455","380","254","164","6","140","270","245","120","119","5","138","185","135","134","45"
"20212","D","발달상권","3120239","오금역","4595","2925","1670","17","840","1205","1156","897","480","11","447","798","824","483","362","6","393","407","332","414","118"
"20212","D","발달상권","3120241","거여역","1197","650","547","5","110","221","296","277","288","2","80","152","161","83","172","3","30","69","135","194","116"
"20212","A","골목상권","3111026","문정역 2번","2257","1479","778","7","430","626","537","409","248","3","235","420","381","229","211","4","195","206","156","180","37"
"20212","A","골목상권","3111017","송파나루역 3번","272","183","89","0","40","62","62","63","45","0","14","42","42","45","40","0","26","20","20","18","5"
"20212","A","골목상권","3111010","석촌역 7번","1512","1031","481","3","181","309","376","339","304","1","98","190","261","234","247","2","83","119","115","105","57"
"20212","A","골목상권","3111040","거여초등학교","346","137","209","0","26","86","124","77","33","0","9","27","48","30","23","0","17","59","76","47","10"
"20212","A","골목상권","3111034","오동나무공원(송파레미니스1단지)","1465","1038","427","3","253","373","355","322","159","3","163","257","267","226","122","0","90","116","88","96","37"
"20212","A","골목상권","3111030","방이역 2번","665","419","246","1","57","107","147","217","136","0","28","68","94","128","101","1","29","39","53","89","35"
"20212","D","발달상권","3120225","잠실새내역(신천)","5597","3589","2008","25","909","1191","1223","1162","1087","3","464","712","794","811","805","22","445","479","429","351","282"
"20212","A","골목상권","3111085","묘곡초등학교(고덕아이파크아파트)","800","452","348","0","68","111","152","196","273","0","35","72","80","84","181","0","33","39","72","112","92"
"20212","A","골목상권","3111077","길동주민센터(강동도서관)","1272","737","535","4","121","258","294","321","274","1","49","138","167","188","194","3","72","120","127","133","80"
"20212","R","전통시장","3130324","길동복조리시장","154","85","69","3","27","32","47","40","5","2","13","18","31","19","2","1","14","14","16","21","3"
"20212","D","발달상권","3120245","둔촌역","1884","1135","749","7","312","460","446","371","288","6","169","309","271","195","185","1","143","151","175","176","103"
"20212","A","골목상권","3111076","둔촌2동주민센터","297","174","123","0","25","49","61","86","76","0","14","24","34","39","63","0","11","25","27","47","13"
"20212","A","골목상권","3111080","굽은다리역 3번","434","235","199","0","44","77","100","110","103","0","12","52","63","58","50","0","32","25","37","52","53"
"20212","R","전통시장","3130320","암사종합시장","173","97","76","1","16","29","50","31","46","1","5","12","31","19","29","0","11","17","19","12","17"
"20212","R","전통시장","3130002","세종마을음식문화거리(금천교시장)","564","392","172","4","56","109","120","121","154","0","26","74","75","90","127","4","30","35","45","31","27"
"20212","A","골목상권","3110037","신설동역 12번","208","124","84","0","16","46","51","61","34","0","6","20","32","41","25","0","10","26","19","20","9"
"20212","D","발달상권","3120014","종로5가역","4887","2839","2048","375","1123","1351","1205","597","236","112","456","860","851","397","163","263","667","491","354","200","73"
"20212","A","골목상권","3110029","동대문역 1번","247","68","179","0","11","34","64","82","56","0","1","8","25","21","13","0","10","26","39","61","43"
"20212","A","골목상권","3110021","성균관대학교","395","301","94","2","16","44","110","145","78","2","7","29","89","124","50","0","9","15","21","21","28"
"20212","R","전통시장","3130032","인현시장","167","123","44","0","3","25","47","54","38","0","3","16","35","40","29","0","0","9","12","14","9"
"20212","A","골목상권","3110056","신당역 3번","514","293","221","0","62","129","118","115","90","0","31","63","69","72","58","0","31","66","49","43","32"
"20212","D","발달상권","3120027","명동역(명동재미로)","18097","8477","9620","67","2695","5851","6070","3074","340","9","859","2588","2522","2321","178","58","1836","3263","3548","753","162"
"20212","R","전통시장","3130054","황학동주방가구거리상점가","374","266","108","0","25","80","116","106","47","0","18","60","77","74","37","0","7","20","39","32","10"
"20212","A","골목상권","3110050","약수역 7번","306","229","77","0","34","81","75","74","42","0","21","59","60","56","33","0","13","22","15","18","9"
"20212","A","골목상권","3110042","남산골공원옆","683","424","259","3","91","156","195","166","72","0","37","89","131","121","46","3","54","67","64","45","26"
"20212","A","골목상권","3110088","오산고등학교","101","51","50","0","22","20","19","15","25","0","9","9","8","8","17","0","13","11","11","7","8"
"20212","A","골목상권","3110090","한국폴리텍대학서울정수캠퍼스","3968","2447","1521","1","446","1358","1632","500","31","1","173","548","1231","467","27","0","273","810","401","33","4"
"20212","A","골목상권","3110063","효창공원앞역 5번","530","347","183","8","47","104","139","132","100","6","25","71","93","87","65","2","22","33","46","45","35"
"20212","D","발달상권","3120040","용산전자상가(용산역)","8008","5959","2049","43","1387","2728","2220","1237","393","30","880","2009","1728","997","315","13","507","719","492","240","78"
"20212","A","골목상권","3110058","성심여자고등학교","1189","857","332","10","168","333","362","206","110","3","77","243","278","166","90","7","91","90","84","40","20"
"20212","A","골목상권","3110087","이태원엔틱가구거리","329","113","216","0","151","130","29","10","9","0","26","52","19","8","8","0","125","78","10","2","1"
"20212","A","골목상권","3110067","배문고등학교","1547","895","652","1","215","370","383","320","258","0","84","173","199","225","214","1","131","197","184","95","44"
"20212","D","발달상권","3120047","한남오거리","2290","1458","832","11","366","751","623","343","196","9","152","461","438","249","149","2","214","290","185","94","47"
"20212","A","골목상권","3110098","서울독일학교","242","91","151","0","57","85","68","23","9","0","15","22","34","15","5","0","42","63","34","8","4"
"20212","A","골목상권","3110096","한남힐사이드아파트","502","337","165","3","155","183","85","47","29","3","89","132","63","26","24","0","66","51","22","21","5"
"20212","D","발달상권","3120048","금호역","76","28","48","0","16","10","18","21","11","0","2","2","6","11","7","0","14","8","12","10","4"
"20212","R","전통시장","3130063","신금호역 골목형상점가","30","21","9","0","2","4","5","9","10","0","1","3","4","7","6","0","1","1","1","2","4"
"20212","A","골목상권","3110119","마장지하차도","127","89","38","0","17","26","32","26","26","0","12","22","19","18","18","0","5","4","13","8","8"
"20212","A","골목상권","3110131","성수동카페거리","4798","3110","1688","15","902","1536","1123","699","523","9","460","993","777","497","374","6","442","543","346","202","149"
"20212","A","골목상권","3110134","성수119안전센터","771","587","184","4","65","108","185","252","157","4","38","78","143","200","124","0","27","30","42","52","33"
"20212","A","골목상권","3110136","경수초등학교","4745","2743","2002","43","1169","1097","978","875","583","32","439","633","615","593","431","11","730","464","363","282","152"
"20212","A","골목상권","3110100","옥수동우편취급국","37","26","11","0","5","17","8","5","2","0","0","14","6","4","2","0","5","3","2","1","0"
"20212","A","골목상권","3110118","왕십리역 9번","697","487","210","1","90","182","204","129","91","0","62","110","144","93","78","1","28","72","60","36","13"
"20212","D","발달상권","3120061","올림픽대교북단","1094","864","230","1","228","403","324","95","43","0","165","326","290","55","28","1","63","77","34","40","15"
"20212","D","발달상권","3120056","구의역","1879","884","995","6","322","352","510","413","276","6","105","129","223","246","175","0","217","223","287","167","101"
"20212","D","발달상권","3120059","구삼강변맛길","3277","1779","1498","6","431","676","553","747","864","4","244","472","365","322","372","2","187","204","188","425","492"
"20212","A","골목상권","3110149","세종대학교","122","72","50","0","15","21","31","23","32","0","8","13","19","7","25","0","7","8","12","16","7"
"20212","A","골목상권","3110155","광진구청","8356","7701","655","0","240","853","2408","4046","809","0","172","765","2256","3748","760","0","68","88","152","298","49"
"20212","A","골목상권","3110139","자양4동주민센터","204","116","88","0","13","28","53","51","59","0","3","14","32","25","42","0","10","14","21","26","17"
"20212","R","전통시장","3130077","조양시장","31","19","12","0","11","7","8","5","0","0","6","5","4","4","0","0","5","2","4","1","0"
"20212","A","골목상권","3110167","용마초등학교","380","223","157","2","22","56","99","112","89","0","9","20","52","64","78","2","13","36","47","48","11"
"20212","A","골목상권","3110176","해오름공원","791","439","352","1","84","212","229","173","92","1","32","119","126","91","70","0","52","93","103","82","22"
"20212","A","골목상권","3110204","간데메공원","411","268","143","3","83","97","82","89","57","3","57","64","46","58","40","0","26","33","36","31","17"
"20212","A","골목상권","3110226","장안1동주민센터","1882","1005","877","2","147","247","333","512","641","2","87","148","213","253","302","0","60","99","120","259","339"
"20212","A","골목상권","3110211","전곡마을마당공원","626","445","181","1","66","101","170","194","94","0","45","73","129","143","55","1","21","28","41","51","39"
"20212","A","골목상권","3110207","시립대앞사거리","33","21","12","0","4","10","6","5","8","0","2","8","3","3","5","0","2","2","3","2","3"
"20212","R","전통시장","3130086","서울약령시장","1184","651","533","4","113","208","305","341","213","0","56","128","165","181","121","4","57","80","140","160","92"
"20212","R","전통시장","3130087","경동광성상가(경동시장)","28","20","8","0","5","3","8","7","5","0","3","2","6","5","4","0","2","1","2","2","1"
"20212","A","골목상권","3110198","동대문중앙새마을금고본점","67","26","41","0","1","0","18","37","11","0","0","0","8","10","8","0","1","0","10","27","3"
"20212","A","골목상권","3110200","동대문경찰서","74","50","24","0","1","6","21","13","33","0","0","1","11","6","32","0","1","5","10","7","1"
"20212","R","전통시장","3130115","우림골목시장","307","106","201","2","80","61","68","64","32","0","29","11","30","20","16","2","51","50","38","44","16"
"20212","A","골목상권","3110256","면목2동체육관","477","321","156","2","56","66","82","140","131","1","21","35","45","109","110","1","35","31","37","31","21"
"20212","A","골목상권","3110266","면목동우체국","225","182","43","0","10","31","38","79","67","0","1","19","30","69","63","0","9","12","8","10","4"
"20212","A","골목상권","3110236","신묵초등학교","1015","836","179","0","185","302","228","255","45","0","135","246","194","228","33","0","50","56","34","27","12"
"20212","A","골목상권","3110267","망우역 2번","139","49","90","1","15","28","50","28","17","1","2","10","19","13","4","0","13","18","31","15","13"
"20212","A","골목상권","3110234","중랑역 4번","96","41","55","0","15","16","23","25","17","0","2","5","10","14","10","0","13","11","13","11","7"
"20212","R","전통시장","3130121","길음시장","88","19","69","0","36","24","10","8","10","0","2","5","3","2","7","0","34","19","7","6","3"
"20212","A","골목상권","3110324","월곡역 4번","99","55","44","0","31","21","19","18","10","0","9","10","13","14","9","0","22","11","6","4","1"
"20212","A","골목상권","3110298","솔숲어린이공원","77","28","49","0","18","11","24","12","12","0","3","5","7","5","8","0","15","6","17","7","4"
"20212","A","골목상권","3110314","종암경찰서","949","699","250","1","127","271","223","286","41","0","72","206","162","231","28","1","55","65","61","55","13"
"20212","A","골목상권","3110365","미아역 5번","341","83","258","0","17","21","44","63","196","0","5","12","15","17","34","0","12","9","29","46","162"
"20212","A","골목상권","3110368","송천초등학교","199","178","21","0","9","16","39","71","64","0","5","11","34","66","62","0","4","5","5","5","2"
"20212","A","골목상권","3110352","수유1동주민센터","275","112","163","0","23","49","101","79","23","0","11","22","37","29","13","0","12","27","64","50","10"
"20212","A","골목상권","3110349","화계역 2번","83","67","16","0","6","4","21","33","19","0","5","3","12","28","19","0","1","1","9","5","0"
"20212","A","골목상권","3110367","강북구청","1943","976","967","5","195","512","483","522","226","4","64","205","237","340","126","1","131","307","246","182","100"
"20212","A","골목상권","3110339","국립4.19민주묘지","11","6","5","0","2","2","5","0","2","0","0","2","3","0","1","0","2","0","2","0","1"
"20212","A","골목상권","3110346","4.19민주묘지역 2번","96","48","48","0","12","13","19","19","33","0","3","7","8","7","23","0","9","6","11","12","10"
"20212","A","골목상권","3110395","신한은행 방학동지점","163","42","121","0","17","20","44","42","40","0","0","2","11","9","20","0","17","18","33","33","20"
"20212","A","골목상권","3110403","방학1동주민센터","316","167","149","1","44","56","63","78","74","1","30","37","36","36","27","0","14","19","27","42","47"
"20212","A","골목상권","3110393","국민은행방학지점","49","13","36","0","2","10","17","15","5","0","0","0","4","6","3","0","2","10","13","9","2"
"20212","A","골목상권","3110398","쌍문2동우체국","474","326","148","0","30","65","96","153","130","0","11","27","50","124","114","0","19","38","46","29","16"
"20212","R","전통시장","3130150","창동골목시장","84","47","37","0","19","30","14","8","13","0","7","20","9","5","6","0","12","10","5","3","7"
"20212","A","골목상권","3110401","도봉구민회관","243","65","178","0","29","32","38","87","57","0","4","14","14","22","11","0","25","18","24","65","46"
"20212","D","발달상권","3120084","공릉역","712","546","166","3","33","59","110","240","267","1","11","22","63","205","244","2","22","37","47","35","23"
"20212","A","골목상권","3110419","수락산디자인거리","695","462","233","5","94","131","159","180","126","5","49","76","108","130","94","0","45","55","51","50","32"
"20212","A","골목상권","3110425","계상초등학교","136","59","77","2","18","12","36","40","28","2","5","7","19","15","11","0","13","5","17","25","17"
"20212","A","골목상권","3110421","석계역 1번","249","109","140","0","22","37","78","65","47","0","8","16","31","26","28","0","14","21","47","39","19"
"20212","R","전통시장","3130167","연신내상점가(연빛거리)","632","234","398","1","143","140","156","118","74","1","30","48","57","51","47","0","113","92","99","67","27"
"20212","D","발달상권","3120088","구산역","799","279","520","2","86","117","175","272","147","2","30","65","68","59","55","0","56","52","107","213","92"
"20212","A","골목상권","3110473","구산역 1번","436","241","195","0","34","59","113","107","123","0","24","27","53","49","88","0","10","32","60","58","35"
"20212","A","골목상권","3110487","불광역 8번","63","35","28","0","11","22","15","8","7","0","6","11","7","8","3","0","5","11","8","0","4"
"20212","A","골목상권","3110480","연신내역 3번","161","51","110","0","16","35","52","35","23","0","3","9","17","12","10","0","13","26","35","23","13"
"20212","A","골목상권","3110474","세명컴퓨터고등학교","119","55","64","0","7","33","28","23","28","0","2","14","11","8","20","0","5","19","17","15","8"
"20212","A","골목상권","3110482","연신초등학교","11","7","4","0","0","0","4","6","1","0","0","0","3","3","1","0","0","0","1","3","0"
"20212","A","골목상권","3110455","역촌노인복지관","690","369","321","2","73","120","187","203","105","0","37","64","89","109","70","2","36","56","98","94","35"
"20212","A","골목상권","3110470","신진과학기술고등학교","93","65","28","0","7","17","34","25","10","0","5","10","26","19","5","0","2","7","8","6","5"
"20212","A","골목상권","3110475","백련산해모로아파트","245","127","118","1","23","44","76","70","31","1","10","24","44","29","19","0","13","20","32","41","12"
"20212","D","발달상권","3120089","구파발역","5","1","4","0","0","0","1","2","2","0","0","0","0","1","0","0","0","0","1","1","2"
"20212","R","전통시장","3130173","백련시장","5","3","2","0","0","1","0","2","2","0","0","1","0","0","2","0","0","0","0","2","0"
"20212","D","발달상권","3120096","이화여대(이대역, 이대)","493","210","283","1","81","137","130","86","58","0","27","52","48","43","40","1","54","85","82","43","18"
"20212","A","골목상권","3110532","아현역 2번","328","204","124","0","52","33","46","78","119","0","17","13","22","57","95","0","35","20","24","21","24"
"20212","R","전통시장","3130178","이대 앞 스타트업 상점가","30","6","24","0","5","5","8","6","6","0","1","0","3","0","2","0","4","5","5","6","4"
"20212","A","골목상권","3110517","서대문소방서","884","634","250","8","197","216","203","177","83","5","99","170","163","146","51","3","98","46","40","31","32"
"20212","A","골목상권","3110512","연희지하차도","335","165","170","0","40","62","102","99","32","0","14","38","44","49","20","0","26","24","58","50","12"
"20212","A","골목상권","3110536","돈의문센트레빌아파트입구","141","105","36","0","12","23","61","32","13","0","7","17","50","21","10","0","5","6","11","11","3"
"20212","A","골목상권","3110534","경기대학교","157","88","69","0","10","29","28","42","48","0","7","20","14","19","28","0","3","9","14","23","20"
"20212","A","골목상권","3110516","정원여중","227","101","126","0","35","40","62","65","25","0","17","18","27","23","16","0","18","22","35","42","9"
"20212","A","골목상권","3110527","홍제역 2번","185","89","96","1","36","40","36","40","32","1","11","26","15","21","15","0","25","14","21","19","17"
"20212","A","골목상권","3110572","서강대역 1번","470","254","216","1","63","130","117","116","43","1","32","67","58","66","30","0","31","63","59","50","13"
"20212","A","골목상권","3110575","대흥동주민센터","208","157","51","2","25","48","36","49","48","2","11","35","25","41","43","0","14","13","11","8","5"
"20212","D","발달상권","3120100","망원역","846","397","449","4","199","227","191","137","88","2","52","99","101","94","49","2","147","128","90","43","39"
"20212","R","전통시장","3130185","망원월드컵시장","190","123","67","1","26","69","53","25","16","1","14","43","35","16","14","0","12","26","18","9","2"
"20212","A","골목상권","3110547","KB국민은행 망원동지점","284","168","116","0","13","47","93","76","55","0","4","25","55","45","39","0","9","22","38","31","16"
"20212","R","전통시장","3130183","상암동상점가","816","607","209","1","89","204","283","187","52","0","49","150","227","143","38","1","40","54","56","44","14"
"20212","A","골목상권","3110569","홍대땡땡거리","358","153","205","2","62","108","97","53","36","1","18","48","46","19","21","1","44","60","51","34","15"
"20212","A","골목상권","3110554","망원역 1번","1579","777","802","2","213","371","508","350","135","2","105","188","241","156","85","0","108","183","267","194","50"
"20212","A","골목상권","3110551","성서초등학교","803","387","416","1","110","164","235","172","121","1","42","90","114","81","59","0","68","74","121","91","62"
"20212","R","전통시장","3130198","아현시장","203","45","158","1","51","84","52","10","5","0","8","5","26","4","2","1","43","79","26","6","3"
"20212","A","골목상권","3110550","합정역 8번","1578","740","838","1","240","411","414","333","179","0","84","165","221","171","99","1","156","246","193","162","80"
"20212","A","골목상권","3110546","양화대교북단","732","436","296","3","189","254","157","76","53","3","81","126","120","62","44","0","108","128","37","14","9"
"20212","D","발달상권","3120114","목동신시가지","13498","9371","4127","46","2070","3798","3444","2895","1245","29","1126","2619","2554","2204","839","17","944","1179","890","691","406"
"20212","A","골목상권","3110619","목4동주민센터","311","203","108","1","51","87","89","64","19","1","16","52","58","57","19","0","35","35","31","7","0"
"20212","A","골목상권","3110607","금빛새마을금고본점","47","29","18","0","1","10","11","14","11","0","1","4","5","10","9","0","0","6","6","4","2"
"20212","A","골목상권","3110608","신월2동주민센터","875","454","421","1","51","116","229","273","205","1","23","69","117","127","117","0","28","47","112","146","88"
"20212","A","골목상권","3110647","화곡역 5번","899","461","438","2","117","230","224","230","96","1","44","138","111","116","51","1","73","92","113","114","45"
"20212","A","골목상권","3110594","신월중학교","357","182","175","0","35","116","89","85","32","0","10","41","50","52","29","0","25","75","39","33","3"
"20212","R","전통시장","3130205","신곡종합시장(신월6동 골목시장)","141","103","38","1","17","36","39","32","16","0","10","27","33","18","15","1","7","9","6","14","1"
"20212","A","골목상권","3110602","신월시영아파트중문","674","584","90","1","8","23","81","250","311","0","4","14","55","218","293","1","4","9","26","32","18"
"20212","A","골목상권","3110600","신월7동주민센터","350","263","87","0","32","30","66","101","121","0","17","14","38","79","115","0","15","16","28","22","6"
"20212","A","골목상권","3110610","계남근린공원","126","85","41","0","5","11","41","44","25","0","3","6","28","35","13","0","2","5","13","9","12"
"20212","A","골목상권","3110616","양목초등학교","161","103","58","0","3","23","19","40","76","0","2","18","14","32","37","0","1","5","5","8","39"
"20212","A","골목상권","3110611","신정역 1번","289","192","97","2","34","57","88","74","34","2","20","42","52","46","30","0","14","15","36","28","4"
"20212","A","골목상권","3110635","공항시장역 3번","1451","391","1060","4","64","82","162","479","660","1","43","58","63","33","193","3","21","24","99","446","467"
"20212","D","발달상권","3120122","강서구청","2179","1231","948","4","314","461","494","447","459","2","103","228","271","262","365","2","211","233","223","185","94"
"20212","A","골목상권","3110638","신방화역 2번","372","202","170","3","53","75","88","87","66","3","22","40","44","43","50","0","31","35","44","44","16"
"20212","A","골목상권","3110650","우장산힐스테이트","143","116","27","0","23","30","51","20","19","0","15","25","42","17","17","0","8","5","9","3","2"
"20212","A","골목상권","3110702","개봉초등학교","131","93","38","1","15","18","33","34","30","1","10","13","23","24","22","0","5","5","10","10","8"
"20212","R","전통시장","3130227","고척골목시장상점가(그라운드 고척)","33","14","19","0","4","6","10","8","5","0","0","1","5","5","3","0","4","5","5","3","2"
"20212","A","골목상권","3110699","덕의초등학교","136","79","57","0","14","22","29","43","28","0","7","14","13","24","21","0","7","8","16","19","7"
"20212","D","발달상권","3120129","구로디지털단지","48873","32033","16840","196","10422","16630","12386","5777","3462","127","5285","11083","8771","3995","2772","69","5137","5547","3615","1782","690"
"20212","A","골목상권","3110712","남구로역 5번","233","108","125","1","32","36","66","64","34","0","10","17","24","32","25","1","22","19","42","32","9"
"20212","A","골목상권","3110720","대림역 2번","228","87","141","0","27","50","65","49","37","0","11","14","18","17","27","0","16","36","47","32","10"
"20212","R","전통시장","3130231","독산동 우시장","611","476","135","2","31","74","126","196","182","0","16","55","97","145","163","2","15","19","29","51","19"
"20212","A","골목상권","3110745","독산동정훈단지","251","191","60","0","11","20","33","86","101","0","3","12","22","64","90","0","8","8","11","22","11"
"20212","D","발달상권","3120134","구로전화국","2014","1668","346","0","107","157","172","223","1355","0","44","75","96","153","1300","0","63","82","76","70","55"
"20212","A","골목상권","3110755","동일여자고등학교","193","51","142","0","10","24","45","70","44","0","3","8","17","11","12","0","7","16","28","59","32"
