"기준_년분기_코드","상권_구분_코드","상권_구분_코드_명","상권_코드","상권_코드_명","총_직장_인구_수","남성_직장_인구_수","여성_직장_인구_수","연령대_10_직장_인구_수","연령대_20_직장_인구_수","연령대_30_직장_인구_수","연령대_40_직장_인구_수","연령대_50_직장_인구_수","연령대_60_이상_직장_인구_수","남성연령대_10_직장_인구_수","남성연령대_20_직장_인구_수","남성연령대_30_직장_인구_수","남성연령대_40_직장_인구_수","남성연령대_50_직장_인구_수","남성연령대_60_이상_직장_인구_수","여성연령대_10_직장_인구_수","여성연령대_20_직장_인구_수","여성연령대_30_직장_인구_수","여성연령대_40_직장_인구_수","여성연령대_50_직장_인구_수","여성연령대_60_이상_직장_인구_수"
"20221","A","골목상권","3111062","둔촌동역 3번(성내3동주민센터)","751","501","250","5","134","198","194","144","76","5","81","139","126","91","59","0","53","59","68","53","17"
"20221","A","골목상권","3111066","암사동성당(효정하나플러스아파트)","417","255","162","3","46","103","101","113","51","0","14","53","66","91","31","3","32","50","35","22","20"
"20221","A","골목상권","3111052","암사역 3번(천호동자전거거리)","357","228","129","1","26","71","117","94","48","1","11","47","76","58","35","0","15","24","41","36","13"
"20221","A","골목상권","3111069","천호1동주민센터","79","54","25","0","8","17","17","26","11","0","4","12","14","14","10","0","4","5","3","12","1"
"20221","A","골목상권","3111048","천호역 1번(천호문구완구거리)","183","101","82","3","18","52","44","42","24","2","10","24","26","23","16","1","8","28","18","19","8"
"20221","A","골목상권","3110003","세검정초등학교","607","337","270","7","78","120","167","167","68","6","35","45","103","96","52","1","43","75","64","71","16"
"20221","R","전통시장","3130020","동묘시장(동묘벼룩시장)","407","177","230","5","154","93","73","58","24","5","43","31","45","32","21","0","111","62","28","26","3"
"20221","R","전통시장","3130005","세운상가가동","133","93","40","0","7","34","35","21","36","0","5","23","28","8","29","0","2","11","7","13","7"
"20221","D","발달상권","3120004","종로구청","12937","7078","5859","9","1442","4392","4485","2080","529","4","432","2050","2756","1493","343","5","1010","2342","1729","587","186"
"20221","R","전통시장","3130004","낙원시장(낙원지하시장(대일상가))","364","258","106","0","29","70","99","78","88","0","14","51","68","57","68","0","15","19","31","21","20"
"20221","R","전통시장","3130010","종로신진시장","200","113","87","0","20","29","55","48","48","0","14","17","24","26","32","0","6","12","31","22","16"
"20221","A","골목상권","3110032","수족관거리","30","15","15","0","3","5","4","13","5","0","2","1","2","7","3","0","1","4","2","6","2"
"20221","U","관광특구","3001493","동대문패션타운 관광특구","5916","2900","3016","36","1415","1672","1133","1020","640","13","536","733","643","584","391","23","879","939","490","436","249"
"20221","A","골목상권","3110049","장충단 고개","2303","1240","1063","4","566","582","448","431","272","2","174","314","281","257","212","2","392","268","167","174","60"
"20221","D","발달상권","3120039","신당역","2348","1249","1099","31","795","488","410","342","282","11","348","245","228","226","191","20","447","243","182","116","91"
"20221","A","골목상권","3110041","남산케이블카","967","435","532","2","118","152","175","254","266","2","51","69","83","87","143","0","67","83","92","167","123"
"20221","R","전통시장","3130052","서울중앙시장(신중앙시장)","479","342","137","0","106","156","101","61","55","0","80","110","57","45","50","0","26","46","44","16","5"
"20221","D","발달상권","3120036","장충동족발거리(남소영길)","2289","1090","1199","14","616","783","556","223","97","0","122","393","365","155","55","14","494","390","191","68","42"
"20221","A","골목상권","3110054","청구역 3번","1542","854","688","3","259","378","315","340","247","1","90","204","220","215","124","2","169","174","95","125","123"
"20221","R","전통시장","3130056","용산용문시장","65","34","31","0","7","15","18","10","15","0","4","6","7","6","11","0","3","9","11","4","4"
"20221","A","골목상권","3110080","해방촌예술마을","311","168","143","0","53","71","88","58","41","0","18","40","52","31","27","0","35","31","36","27","14"
"20221","A","골목상권","3110065","남정초등학교","137","92","45","0","17","45","48","17","10","0","9","37","31","10","5","0","8","8","17","7","5"
"20221","A","골목상권","3110579","마포역 4번","750","563","187","2","54","162","247","219","66","1","37","124","188","165","48","1","17","38","59","54","18"
"20221","D","발달상권","3120046","이태원(이태원역)","2285","1299","986","24","818","684","339","224","196","15","389","422","205","137","131","9","429","262","134","87","65"
"20221","D","발달상권","3120044","삼각지역","1905","1415","490","5","357","534","461","374","174","5","220","403","384","278","125","0","137","131","77","96","49"
"20221","A","골목상권","3110123","마장역 3번","511","382","129","0","42","56","91","185","137","0","21","36","63","141","121","0","21","20","28","44","16"
"20221","A","골목상권","3110121","한양대역 4번","45","30","15","0","3","10","8","11","13","0","2","5","5","7","11","0","1","5","3","4","2"
"20221","D","발달상권","3120049","왕십리역(왕십리)","1459","1004","455","1","183","301","377","468","129","1","92","187","272","371","81","0","91","114","105","97","48"
"20221","A","골목상권","3110127","성수1가1동주민센터","290","157","133","0","31","55","56","100","48","0","11","40","31","47","28","0","20","15","25","53","20"
"20221","D","발달상권","3120051","뚝섬역","3944","2582","1362","20","703","946","867","651","757","15","446","646","549","445","481","5","257","300","318","206","276"
"20221","R","전통시장","3130071","성수역 골목형상점가","335","180","155","1","61","89","70","43","71","0","27","43","43","29","38","1","34","46","27","14","33"
"20221","A","골목상권","3110114","왕십리파출소","33","19","14","0","3","2","8","14","6","0","1","1","4","8","5","0","2","1","4","6","1"
"20221","A","골목상권","3110174","아차산역 1번","432","305","127","1","49","80","115","104","83","1","25","57","76","69","77","0","24","23","39","35","6"
"20221","A","골목상권","3110140","건대입구역 6번","429","268","161","6","37","67","113","120","86","5","17","34","65","83","64","1","20","33","48","37","22"
"20221","A","골목상권","3110152","중곡어린이공원","340","300","40","0","17","29","64","121","109","0","10","21","55","109","105","0","7","8","9","12","4"
"20221","A","골목상권","3110161","중곡역 3번","236","135","101","3","11","33","58","65","66","0","2","16","37","40","40","3","9","17","21","25","26"
"20221","R","전통시장","3130084","신성시장(신성골목시장)","21","6","15","0","3","5","8","4","1","0","0","1","2","2","1","0","3","4","6","2","0"
"20221","A","골목상권","3110141","건대입구역 1번","213","138","75","1","23","49","67","48","25","1","11","27","51","32","16","0","12","22","16","16","9"
"20221","A","골목상권","3110144","어린이대공원역 4번","104","49","55","0","35","17","21","19","12","0","9","10","11","10","9","0","26","7","10","9","3"
"20221","R","전통시장","3130097","답십리 건축자재시장","291","188","103","1","16","42","42","36","154","0","7","34","23","19","105","1","9","8","19","17","49"
"20221","A","골목상권","3110209","답십리 장령당공원","83","52","31","0","3","11","28","19","22","0","1","5","16","15","15","0","2","6","12","4","7"
"20221","R","전통시장","3130101","답십리현대시장","8","5","3","0","0","1","3","2","2","0","0","1","1","2","1","0","0","0","2","0","1"
"20221","A","골목상권","3110186","종암초등학교","114","86","28","0","9","21","16","34","34","0","3","18","10","26","29","0","6","3","6","8","5"
"20221","A","골목상권","3110221","의릉","95","69","26","0","10","12","36","29","8","0","6","10","24","22","7","0","4","2","12","7","1"
"20221","A","골목상권","3110202","전농1동주민센터(전농시장)","111","68","43","0","14","35","31","20","11","0","9","19","21","14","5","0","5","16","10","6","6"
"20221","A","골목상권","3110206","텃골근린공원","92","37","55","0","8","14","25","24","21","0","4","7","8","8","10","0","4","7","17","16","11"
"20221","R","전통시장","3130094","청량리청과물시장","54","24","30","0","7","13","17","7","10","0","0","4","10","2","8","0","7","9","7","5","2"
"20221","R","전통시장","3130095","청량리전통시장","95","38","57","0","6","16","18","33","22","0","4","6","9","10","9","0","2","10","9","23","13"
"20221","A","골목상권","3110199","홍릉시장","65","41","24","0","11","15","18","14","7","0","8","8","10","9","6","0","3","7","8","5","1"
"20221","A","골목상권","3110219","삼육보건대학교","251","146","105","0","18","42","70","81","40","0","11","20","32","52","31","0","7","22","38","29","9"
"20221","A","골목상권","3110268","망우3동주민센터","60","30","30","0","10","13","10","18","9","0","1","5","7","10","7","0","9","8","3","8","2"
"20221","R","전통시장","3130114","유영시장","31","20","11","0","9","5","3","8","6","0","7","2","2","5","4","0","2","3","1","3","2"
"20221","A","골목상권","3110237","메가박스 상봉","274","152","122","0","30","67","97","54","26","0","13","37","48","36","18","0","17","30","49","18","8"
"20221","A","골목상권","3110258","면동초등학교","260","99","161","0","32","49","79","66","34","0","1","20","28","34","16","0","31","29","51","32","18"
"20221","A","골목상권","3110254","오거리공원","259","90","169","1","19","75","79","53","32","0","6","15","35","22","12","1","13","60","44","31","20"
"20221","A","골목상권","3110264","면목역 2번","358","170","188","1","52","75","93","80","57","0","21","40","40","37","32","1","31","35","53","43","25"
"20221","A","골목상권","3110248","먹골파출소","85","47","38","1","19","23","20","12","10","0","7","14","12","4","10","1","12","9","8","8","0"
"20221","A","골목상권","3110279","신내역 2번","9","8","1","0","0","1","4","4","0","0","0","1","3","4","0","0","0","0","1","0","0"
"20221","A","골목상권","3110245","KB국민은행 중화동지점","156","81","75","0","8","36","52","40","20","0","5","16","26","19","15","0","3","20","26","21","5"
"20221","R","전통시장","3130108","태능엔터피아(태릉시장)","3","1","2","0","0","0","1","2","0","0","0","0","0","1","0","0","0","0","1","1","0"
"20221","A","골목상권","3110308","길음역 8번","174","85","89","0","17","36","56","41","24","0","8","17","26","20","14","0","9","19","30","21","10"
"20221","D","발달상권","3120073","미아사거리","353","135","218","3","40","67","95","95","53","2","16","29","45","23","20","1","24","38","50","72","33"
"20221","A","골목상권","3110300","삼선동주민센터","2735","1587","1148","3","248","710","769","844","161","2","97","300","444","629","115","1","151","410","325","215","46"
"20221","D","발달상권","3120072","성신여대","1048","537","511","18","137","211","213","271","198","11","46","86","103","152","139","7","91","125","110","119","59"
"20221","A","골목상권","3110301","성신여대입구역 7번","484","209","275","1","73","84","96","134","96","0","31","37","39","62","40","1","42","47","57","72","56"
"20221","R","전통시장","3130120","돈암시장(돈암제일시장)","99","23","76","1","20","20","25","18","15","0","0","2","7","8","6","1","20","18","18","10","9"
"20221","A","골목상권","3110328","상월곡역 3번","235","157","78","1","38","75","62","37","22","1","26","58","33","24","15","0","12","17","29","13","7"
"20221","R","전통시장","3130126","새석관시장","13","8","5","0","1","4","2","5","1","0","0","3","1","3","1","0","1","1","1","2","0"
"20221","R","전통시장","3130128","돌곶이시장(석관황금시장)","191","157","34","0","30","36","41","72","12","0","28","26","29","62","12","0","2","10","12","10","0"
"20221","A","골목상권","3110323","상월곡역 1번","109","30","79","2","25","24","28","18","12","0","4","5","11","5","5","2","21","19","17","13","7"
"20221","A","골목상권","3110325","장곡초등학교","57","18","39","0","0","14","20","17","6","0","0","3","7","4","4","0","0","11","13","13","2"
"20221","A","골목상권","3110329","우리은행체육관","34","27","7","1","1","5","6","14","7","1","0","5","5","10","6","0","1","0","1","4","1"
"20221","A","골목상권","3110418","광운대학교 남단","100","45","55","0","11","17","23","26","23","0","5","5","13","16","6","0","6","12","10","10","17"
"20221","A","골목상권","3110292","정릉역 2번","33","14","19","0","1","5","16","6","5","0","1","3","5","3","2","0","0","2","11","3","3"
"20221","A","골목상권","3110289","북한산보국문역 2번","144","105","39","0","9","28","49","32","26","0","6","23","30","24","22","0","3","5","19","8","4"
"20221","A","골목상권","3110320","KB국민은행 종암동지점","79","51","28","0","2","11","27","24","15","0","1","5","15","17","13","0","1","6","12","7","2"
"20221","A","골목상권","3110369","성신여대운정그린캠퍼스","518","214","304","1","49","46","131","131","160","1","10","16","44","53","90","0","39","30","87","78","70"
"20221","A","골목상권","3110376","수송초등학교","224","142","82","0","26","47","62","60","29","0","12","29","38","41","22","0","14","18","24","19","7"
"20221","R","전통시장","3130143","방천골목시장","65","36","29","0","11","7","19","24","4","0","6","5","9","13","3","0","5","2","10","11","1"
"20221","R","전통시장","3130140","숭인시장","62","27","35","0","9","13","10","15","15","0","0","4","1","9","13","0","9","9","9","6","2"
"20221","A","골목상권","3110362","우이천 계성교","205","110","95","1","24","34","61","63","22","0","11","19","28","35","17","1","13","15","33","28","5"
"20221","A","골목상권","3110356","덕수교","228","114","114","0","13","34","55","60","66","0","4","17","22","30","41","0","9","17","33","30","25"
"20221","R","전통시장","3130139","강북종합전통시장(강북종합골목시장)","166","114","52","0","16","45","61","28","16","0","11","33","42","19","9","0","5","12","19","9","7"
"20221","A","골목상권","3110343","무너미어린이공원","100","74","26","0","7","21","28","32","12","0","4","14","22","25","9","0","3","7","6","7","3"
"20221","A","골목상권","3110351","수유북부시장옆","214","93","121","0","27","45","51","59","32","0","9","17","20","25","22","0","18","28","31","34","10"
"20221","A","골목상권","3110413","누원고등학교","54","33","21","0","8","11","12","11","12","0","5","8","5","5","10","0","3","3","7","6","2"
"20221","A","골목상권","3110382","솔밭공원역 1번","32","25","7","0","1","9","8","7","7","0","0","5","6","7","7","0","1","4","2","0","0"
"20221","R","전통시장","3130149","창동신창시장","116","51","65","0","5","24","35","31","21","0","2","10","17","10","12","0","3","14","18","21","9"
"20221","R","전통시장","3130159","공릉동 도깨비시장","101","47","54","0","12","22","24","26","17","0","4","8","9","15","11","0","8","14","15","11","6"
"20221","A","골목상권","3110422","노원역 9번","277","221","56","0","27","70","94","54","32","0","24","59","79","37","22","0","3","11","15","17","10"
"20221","D","발달상권","3120082","상계백병원","389","127","262","0","81","95","109","69","35","0","19","18","34","38","18","0","62","77","75","31","17"
"20221","A","골목상권","3110417","월계역 3번","19","10","9","0","10","6","0","3","0","0","3","5","0","2","0","0","7","1","0","1","0"
"20221","D","발달상권","3120083","등나무근린공원","1184","787","397","0","166","325","271","283","139","0","114","228","171","179","95","0","52","97","100","104","44"
"20221","R","전통시장","3130155","시영B상가(중계 그린아파트 B 상가)","3","2","1","0","0","1","0","2","0","0","0","1","0","1","0","0","0","0","0","1","0"
"20221","A","골목상권","3110430","중계초등학교","275","100","175","0","18","28","58","96","75","0","8","7","19","25","41","0","10","21","39","71","34"
"20221","A","골목상권","3110441","영신여고","138","72","66","0","12","28","33","41","24","0","7","20","15","21","9","0","5","8","18","20","15"
"20221","A","골목상권","3110427","노원 을지대학교병원","363","281","82","0","27","27","62","126","121","0","12","14","31","109","115","0","15","13","31","17","6"
"20221","A","골목상권","3110477","은평세무서","434","205","229","0","43","62","106","141","82","0","15","23","49","71","47","0","28","39","57","70","35"
"20221","A","골목상권","3110476","역촌역 2번","56","26","30","0","2","8","22","17","7","0","1","3","9","7","6","0","1","5","13","10","1"
"20221","R","전통시장","3130169","대조시장","67","31","36","0","5","11","21","23","7","0","1","3","11","11","5","0","4","8","10","12","2"
"20221","R","전통시장","3130171","불광먹자골목 골목형상점가","155","54","101","0","18","31","24","37","45","0","4","9","11","16","14","0","14","22","13","21","31"
"20221","R","전통시장","3130160","수일시장","7","2","5","0","0","2","1","2","2","0","0","0","0","1","1","0","0","2","1","1","1"
"20221","A","골목상권","3110499","연가초등학교","263","119","144","0","42","42","74","65","40","0","8","20","31","35","25","0","34","22","43","30","15"
"20221","A","골목상권","3110503","명지대학교교회","230","123","107","0","27","52","59","64","28","0","9","30","26","36","22","0","18","22","33","28","6"
"20221","A","골목상권","3110533","충정로역 7번","22","11","11","0","5","5","3","5","4","0","0","2","2","4","3","0","5","3","1","1","1"
"20221","A","골목상권","3110537","충정로현대아파트","1514","848","666","1","362","525","328","177","121","0","150","263","215","134","86","1","212","262","113","43","35"
"20221","A","골목상권","3110522","홍제역 3번","46","12","34","0","14","7","12","6","7","0","2","2","2","2","4","0","12","5","10","4","3"
"20221","R","전통시장","3130196","공덕시장","3948","2001","1947","52","1323","1296","891","287","99","28","467","646","599","181","80","24","856","650","292","106","19"
"20221","A","골목상권","3110541","동교초등학교","377","221","156","0","43","59","101","96","78","0","23","37","63","50","48","0","20","22","38","46","30"
"20221","R","전통시장","3130190","홍대소상공인상점가","150","77","73","1","55","35","30","18","11","0","18","22","18","10","9","1","37","13","12","8","2"
"20221","D","발달상권","3120102","서교동(홍대)","7276","3402","3874","18","1521","2551","1814","899","473","11","496","1065","913","566","351","7","1025","1486","901","333","122"
"20221","A","골목상권","3110555","홍익지구대","284","147","137","1","49","53","55","37","89","0","14","28","31","16","58","1","35","25","24","21","31"
"20221","A","골목상권","3110558","경성고등학교","2362","1593","769","11","308","568","571","513","391","10","153","351","408","384","287","1","155","217","163","129","104"
"20221","R","전통시장","3130184","마포농수산물시장","77","40","37","0","2","12","24","26","13","0","1","8","12","14","5","0","1","4","12","12","8"
"20221","A","골목상권","3110571","신수동주민센터","635","358","277","5","109","159","187","126","49","5","57","88","98","74","36","0","52","71","89","52","13"
"20221","A","골목상권","3110628","신목동역","469","307","162","0","52","85","114","113","105","0","28","56","79","85","59","0","24","29","35","28","46"
"20221","R","전통시장","3130210","목2동시장","432","251","181","1","66","124","122","71","48","1","40","69","70","39","32","0","26","55","52","32","16"
"20221","D","발달상권","3120108","신정네거리역","992","580","412","2","93","215","220","242","220","1","28","110","112","160","169","1","65","105","108","82","51"
"20221","A","골목상권","3110627","신정롯데캐슬아파트","548","318","230","24","129","136","102","93","64","13","69","81","62","49","44","11","60","55","40","44","20"
"20221","R","전통시장","3130206","신정3동 골목시장","20","6","14","0","0","5","11","2","2","0","0","0","3","1","2","0","0","5","8","1","0"
"20221","A","골목상권","3110612","신정역 5번","644","303","341","1","85","88","143","197","130","0","44","62","74","70","53","1","41","26","69","127","77"
"20221","A","골목상권","3110629","송정역 4번","190","107","83","0","26","52","54","35","23","0","9","34","28","24","12","0","17","18","26","11","11"
"20221","R","전통시장","3130220","등마루시장","491","167","324","5","44","61","71","166","144","3","16","29","38","34","47","2","28","32","33","132","97"
"20221","D","발달상권","3120115","김포공항역(김포공항)","23","12","11","0","6","9","4","4","0","0","2","4","3","3","0","0","4","5","1","1","0"
"20221","A","골목상권","3110679","염창역 2번","574","404","170","3","89","206","152","80","44","2","49","148","111","58","36","1","40","58","41","22","8"
"20221","A","골목상권","3110649","우장산역 1번","358","191","167","0","41","91","82","93","51","0","12","49","38","59","33","0","29","42","44","34","18"
"20221","A","골목상권","3110670","신곡초등학교","489","320","169","6","79","118","121","90","75","3","45","77","71","59","65","3","34","41","50","31","10"
"20221","A","골목상권","3110666","KC대학교","176","60","116","0","19","35","52","57","13","0","10","10","20","13","7","0","9","25","32","44","6"
"20221","A","골목상권","3110669","화곡보람2차아파트","13","3","10","0","0","2","4","2","5","0","0","1","2","0","0","0","0","1","2","2","5"
"20221","A","골목상권","3110700","고척초등학교","3249","2648","601","3","209","680","974","1176","207","2","119","533","803","1021","170","1","90","147","171","155","37"
"20221","D","발달상권","3120124","개봉동 현대아파트","461","205","256","0","63","89","119","82","108","0","18","26","49","43","69","0","45","63","70","39","39"
"20221","R","전통시장","3130228","구로시장","10","5","5","0","0","4","6","0","0","0","0","1","4","0","0","0","0","3","2","0","0"
"20221","D","발달상권","3120128","신도림역","1253","656","597","7","191","318","382","243","112","1","75","153","191","149","87","6","116","165","191","94","25"
"20221","A","골목상권","3110689","오류동역 3번","287","200","87","3","44","47","56","75","62","3","25","32","41","52","47","0","19","15","15","23","15"
"20221","A","골목상권","3110690","오류2동버들시장","577","275","302","1","101","192","133","94","56","0","39","104","64","36","32","1","62","88","69","58","24"
"20221","A","골목상권","3110725","가산동주민센터","85","59","26","0","6","20","22","20","17","0","3","15","16","12","13","0","3","5","6","8","4"
"20221","A","골목상권","3110735","말미고개","520","330","190","0","64","115","140","140","61","0","31","79","94","79","47","0","33","36","46","61","14"
"20221","R","전통시장","3130233","남문시장","76","47","29","0","5","8","18","22","23","0","2","3","9","12","21","0","3","5","9","10","2"
"20221","A","골목상권","3110736","독산119안전센터","461","199","262","0","46","55","76","118","166","0","21","32","35","42","69","0","25","23","41","76","97"
"20221","A","골목상권","3110746","금천금빛공원(은행나무사거리서측)","76","53","23","0","5","11","23","22","15","0","3","9","13","16","12","0","2","2","10","6","3"
"20221","R","전통시장","3130237","박미시장(기능상실)","39","26","13","0","1","6","11","9","12","0","0","2","7","8","9","0","1","4","4","1","3"
"20221","A","골목상권","3110766","대림역 5번","360","205","155","0","30","82","85","99","64","0","15","54","42","56","38","0","15","28","43","43","26"
"20221","A","골목상권","3110777","구로세무서","282","210","72","0","36","41","47","83","75","0","13","30","32","66","69","0","23","11","15","17","6"
"20221","R","전통시장","3130255","영등포전통시장","45","29","16","0","1","7","5","10","22","0","1","5","3","4","16","0","0","2","2","6","6"
"20221","A","골목상권","3110788","영등포시장역 3번","28","22","6","0","4","5","7","9","3","0","3","5","6","6","2","0","1","0","1","3","1"
"20221","A","골목상권","3110783","영등포시장역 1번","292","154","138","1","26","37","35","67","126","1","19","27","16","33","58","0","7","10","19","34","68"
"20221","A","골목상권","3110799","영등포본동주민센터","119","86","33","5","21","16","11","22","44","3","12","10","6","15","40","2","9","6","5","7","4"
"20221","R","전통시장","3130265","노량진중앙시장","115","82","33","0","17","48","34","8","8","0","12","42","23","3","2","0","5","6","11","5","6"
"20221","R","전통시장","3130263","신노량진시장(기능상실)","13","4","9","0","0","3","4","6","0","0","0","0","1","3","0","0","0","3","3","3","0"
"20221","A","골목상권","3110821","보라매역 2번","599","356","243","0","73","109","142","137","138","0","34","65","80","89","88","0","39","44","62","48","50"
"20221","D","발달상권","3120155","총신대학교","107","54","53","0","13","27","24","25","18","0","7","8","13","14","12","0","6","19","11","11","6"
"20221","R","전통시장","3130268","상도전통시장","239","104","135","0","33","60","53","58","35","0","12","23","23","24","22","0","21","37","30","34","13"
"20221","A","골목상권","3110836","상도역 5번","3057","1846","1211","9","550","798","701","647","352","2","238","486","453","447","220","7","312","312","248","200","132"
"20221","A","골목상권","3110840","중앙대학교","175","99","76","0","24","25","57","45","24","0","12","13","37","22","15","0","12","12","20","23","9"
"20221","A","골목상권","3110878","미림여고","368","218","150","3","43","114","101","78","29","0","19","63","68","43","25","3","24","51","33","35","4"
"20221","A","골목상권","3110861","관악구신사동주민센터","1168","598","570","1","215","376","261","204","111","1","71","194","161","101","70","0","144","182","100","103","41"
"20221","A","골목상권","3110893","관악소방서(문영여고)","353","303","50","0","39","110","66","113","25","0","29","96","57","99","22","0","10","14","9","14","3"
"20221","A","골목상권","3110890","봉천역 1번(관악초등학교)","249","148","101","1","17","43","92","67","29","0","4","22","58","43","21","1","13","21","34","24","8"
"20221","R","전통시장","3130294","관악중부시장","102","40","62","1","5","10","22","39","25","0","2","3","7","16","12","1","3","7","15","23","13"
"20221","D","발달상권","3120166","방배역","5465","3280","2185","90","1234","1594","1033","699","815","26","523","920","713","451","647","64","711","674","320","248","168"
"20221","D","발달상권","3120164","내방역","8579","5975","2604","56","1923","2822","1862","1129","787","48","1160","1998","1383","799","587","8","763","824","479","330","200"
"20221","D","발달상권","3120162","방배동카페골목","1253","717","536","61","207","200","219","215","351","57","126","142","110","93","189","4","81","58","109","122","162"
"20221","D","발달상권","3120169","서초역","15771","7185","8586","70","3824","4195","3945","2657","1080","30","1313","1990","1801","1235","816","40","2511","2205","2144","1422","264"
"20221","A","골목상권","3110936","더케이호텔(양재리본타워2단지아파트)","832","552","280","3","109","260","215","175","70","0","53","154","159","131","55","3","56","106","56","44","15"
"20221","A","골목상권","3110940","양재근린공원(양재2동주민센터)","956","699","257","8","168","323","238","137","82","8","109","243","178","97","64","0","59","80","60","40","18"
"20221","D","발달상권","3120178","신사역","11093","6014","5079","34","2556","2878","2400","1866","1359","13","875","1596","1501","1005","1024","21","1681","1282","899","861","335"
"20221","A","골목상권","3110993","개포지하차도 북측","70","53","17","0","3","9","19","23","16","0","2","7","16","18","10","0","1","2","3","5","6"
"20221","A","골목상권","3110983","국립국악고등학교","783","534","249","6","126","212","125","145","169","2","44","137","94","111","146","4","82","75","31","34","23"
"20221","A","골목상권","3110950","논현역 7번","2981","1929","1052","1","829","1305","518","230","98","0","418","886","383","173","69","1","411","419","135","57","29"
"20221","D","발달상권","3120199","경복아파트교차로","3427","2023","1404","9","720","1059","682","508","449","3","273","627","441","345","334","6","447","432","241","163","115"
"20221","D","발달상권","3120212","한티역","753","394","359","1","118","182","201","143","108","1","37","87","119","80","70","0","81","95","82","63","38"
"20221","D","발달상권","3120211","도성초등학교","984","516","468","7","180","282","189","161","165","3","68","120","112","117","96","4","112","162","77","44","69"
"20221","A","골목상권","3110960","은광여고","1601","749","852","5","219","282","389","522","184","4","60","131","203","227","124","1","159","151","186","295","60"
"20221","A","골목상권","3110964","싸리고개근린공원","217","124","93","0","29","60","59","34","35","0","8","32","36","23","25","0","21","28","23","11","10"
"20221","U","관광특구","3001496","강남 마이스 관광특구","15904","8904","7000","59","3513","6185","4248","1596","303","25","1160","3361","2887","1246","225","34","2353","2824","1361","350","78"
"20221","A","골목상권","3110995","봉은사역 4번","5085","3711","1374","9","978","2002","1271","637","188","2","575","1477","990","523","144","7","403","525","281","114","44"
"20221","A","골목상권","3110998","은곡마을(은곡마을공원)","17","11","6","0","2","6","4","3","2","0","0","4","3","3","1","0","2","2","1","0","1"
"20221","A","골목상권","3111001","아래방죽마을공원(율현초등학교)","58","43","15","0","2","9","14","18","15","0","1","7","12","13","10","0","1","2","2","5","5"
"20221","A","골목상권","3110949","한남IC","1683","1193","490","5","288","565","435","305","85","2","112","398","347","261","73","3","176","167","88","44","12"
"20221","A","골목상권","3110959","신구중학교","271","140","131","0","14","66","82","79","30","0","7","36","49","29","19","0","7","30","33","50","11"
"20221","A","골목상권","3110962","도산공원북측","53","27","26","0","20","11","10","8","4","0","11","7","6","3","0","0","9","4","4","5","4"
"20221","A","골목상권","3110954","국기원","636","445","191","0","89","142","187","94","124","0","35","97","161","74","78","0","54","45","26","20","46"
"20221","D","발달상권","3120204","르네상스호텔사거리","41471","20644","20827","102","8167","11056","10671","10081","1394","54","5016","7567","4988","2062","957","48","3151","3489","5683","8019","437"
"20221","A","골목상권","3110997","대청초등학교","1724","959","765","4","230","291","391","383","425","2","111","162","200","210","274","2","119","129","191","173","151"
"20221","A","골목상권","3110979","청담초등학교","3004","1918","1086","4","525","926","768","568","213","4","230","632","535","343","174","0","295","294","233","225","39"
"20221","A","골목상권","3111027","문정초등학교","1393","771","622","3","146","285","323","246","390","1","67","159","209","125","210","2","79","126","114","121","180"
"20221","A","골목상권","3111020","방이동고분군(방산고등학교)","304","225","79","1","20","103","84","54","42","0","7","73","64","48","33","1","13","30","20","6","9"
"20221","R","전통시장","3130313","방이시장","3889","1825","2064","10","726","635","634","1135","749","8","362","409","357","377","312","2","364","226","277","758","437"
"20221","A","골목상권","3111005","삼전역 3번","1865","1358","507","0","320","617","459","302","167","0","215","449","339","222","133","0","105","168","120","80","34"
"20221","A","골목상권","3111037","Sh수협은행 오금동금융센터(아랫말어린이공원)","373","243","130","0","37","103","90","93","50","0","25","84","60","43","31","0","12","19","30","50","19"
"20221","A","골목상권","3111032","방이역 1번","3878","2552","1326","4","235","340","599","718","1982","3","139","237","411","469","1293","1","96","103","188","249","689"
"20221","A","골목상권","3111081","둔촌푸르지오아파트","78","50","28","0","8","17","18","18","17","0","4","12","13","6","15","0","4","5","5","12","2"
"20221","A","골목상권","3111089","상일여고(상일초등학교)","750","505","245","0","50","131","180","233","156","0","31","81","127","154","112","0","19","50","53","79","44"
"20221","A","골목상권","3111059","강동역 4번(강풀만화거리)","774","420","354","3","87","144","177","164","199","1","47","73","92","91","116","2","40","71","85","73","83"
"20221","A","골목상권","3111067","강동구립성내도서관","746","414","332","2","73","149","192","177","153","1","36","98","107","84","88","1","37","51","85","93","65"
