"기준_년분기_코드","상권_구분_코드","상권_구분_코드_명","상권_코드","상권_코드_명","총_직장_인구_수","남성_직장_인구_수","여성_직장_인구_수","연령대_10_직장_인구_수","연령대_20_직장_인구_수","연령대_30_직장_인구_수","연령대_40_직장_인구_수","연령대_50_직장_인구_수","연령대_60_이상_직장_인구_수","남성연령대_10_직장_인구_수","남성연령대_20_직장_인구_수","남성연령대_30_직장_인구_수","남성연령대_40_직장_인구_수","남성연령대_50_직장_인구_수","남성연령대_60_이상_직장_인구_수","여성연령대_10_직장_인구_수","여성연령대_20_직장_인구_수","여성연령대_30_직장_인구_수","여성연령대_40_직장_인구_수","여성연령대_50_직장_인구_수","여성연령대_60_이상_직장_인구_수"
"20222","D","발달상권","3120245","둔촌역","1884","1135","749","7","312","460","446","371","288","6","169","309","271","195","185","1","143","151","175","176","103"
"20222","A","골목상권","3111076","둔촌2동주민센터","297","174","123","0","25","49","61","86","76","0","14","24","34","39","63","0","11","25","27","47","13"
"20222","A","골목상권","3111080","굽은다리역 3번","434","235","199","0","44","77","100","110","103","0","12","52","63","58","50","0","32","25","37","52","53"
"20222","R","전통시장","3130320","암사종합시장","173","97","76","1","16","29","50","31","46","1","5","12","31","19","29","0","11","17","19","12","17"
"20222","R","전통시장","3130002","세종마을음식문화거리(금천교시장)","564","392","172","4","56","109","120","121","154","0","26","74","75","90","127","4","30","35","45","31","27"
"20222","A","골목상권","3110037","신설동역 12번","208","124","84","0","16","46","51","61","34","0","6","20","32","41","25","0","10","26","19","20","9"
"20222","D","발달상권","3120014","종로5가역","4887","2839","2048","375","1123","1351","1205","597","236","112","456","860","851","397","163","263","667","491","354","200","73"
"20222","A","골목상권","3110029","동대문역 1번","247","68","179","0","11","34","64","82","56","0","1","8","25","21","13","0","10","26","39","61","43"
"20222","A","골목상권","3110021","성균관대학교","395","301","94","2","16","44","110","145","78","2","7","29","89","124","50","0","9","15","21","21","28"
"20222","R","전통시장","3130032","인현시장","167","123","44","0","3","25","47","54","38","0","3","16","35","40","29","0","0","9","12","14","9"
"20222","A","골목상권","3110056","신당역 3번","514","293","221","0","62","129","118","115","90","0","31","63","69","72","58","0","31","66","49","43","32"
"20222","D","발달상권","3120027","명동역(명동재미로)","18097","8477","9620","67","2695","5851","6070","3074","340","9","859","2588","2522","2321","178","58","1836","3263","3548","753","162"
"20222","R","전통시장","3130054","황학동주방가구거리상점가","374","266","108","0","25","80","116","106","47","0","18","60","77","74","37","0","7","20","39","32","10"
"20222","A","골목상권","3110050","약수역 7번","306","229","77","0","34","81","75","74","42","0","21","59","60","56","33","0","13","22","15","18","9"
"20222","A","골목상권","3110042","남산골공원옆","683","424","259","3","91","156","195","166","72","0","37","89","131","121","46","3","54","67","64","45","26"
"20222","A","골목상권","3110088","오산고등학교","101","51","50","0","22","20","19","15","25","0","9","9","8","8","17","0","13","11","11","7","8"
"20222","A","골목상권","3110090","한국폴리텍대학서울정수캠퍼스","3968","2447","1521","1","446","1358","1632","500","31","1","173","548","1231","467","27","0","273","810","401","33","4"
"20222","A","골목상권","3110063","효창공원앞역 5번","530","347","183","8","47","104","139","132","100","6","25","71","93","87","65","2","22","33","46","45","35"
"20222","D","발달상권","3120040","용산전자상가(용산역)","8008","5959","2049","43","1387","2728","2220","1237","393","30","880","2009","1728","997","315","13","507","719","492","240","78"
"20222","A","골목상권","3110058","성심여자고등학교","1189","857","332","10","168","333","362","206","110","3","77","243","278","166","90","7","91","90","84","40","20"
"20222","A","골목상권","3110087","이태원엔틱가구거리","329","113","216","0","151","130","29","10","9","0","26","52","19","8","8","0","125","78","10","2","1"
"20222","A","골목상권","3110067","배문고등학교","1547","895","652","1","215","370","383","320","258","0","84","173","199","225","214","1","131","197","184","95","44"
"20222","D","발달상권","3120047","한남오거리","2290","1458","832","11","366","751","623","343","196","9","152","461","438","249","149","2","214","290","185","94","47"
"20222","A","골목상권","3110098","서울독일학교","242","91","151","0","57","85","68","23","9","0","15","22","34","15","5","0","42","63","34","8","4"
"20222","A","골목상권","3110096","한남힐사이드아파트","502","337","165","3","155","183","85","47","29","3","89","132","63","26","24","0","66","51","22","21","5"
"20222","D","발달상권","3120048","금호역","76","28","48","0","16","10","18","21","11","0","2","2","6","11","7","0","14","8","12","10","4"
"20222","R","전통시장","3130063","신금호역 골목형상점가","30","21","9","0","2","4","5","9","10","0","1","3","4","7","6","0","1","1","1","2","4"
"20222","A","골목상권","3110119","마장지하차도","127","89","38","0","17","26","32","26","26","0","12","22","19","18","18","0","5","4","13","8","8"
"20222","A","골목상권","3110131","성수동카페거리","4798","3110","1688","15","902","1536","1123","699","523","9","460","993","777","497","374","6","442","543","346","202","149"
"20222","A","골목상권","3110134","성수119안전센터","771","587","184","4","65","108","185","252","157","4","38","78","143","200","124","0","27","30","42","52","33"
"20222","A","골목상권","3110136","경수초등학교","4745","2743","2002","43","1169","1097","978","875","583","32","439","633","615","593","431","11","730","464","363","282","152"
"20222","A","골목상권","3110100","옥수동우편취급국","37","26","11","0","5","17","8","5","2","0","0","14","6","4","2","0","5","3","2","1","0"
"20222","A","골목상권","3110118","왕십리역 9번","697","487","210","1","90","182","204","129","91","0","62","110","144","93","78","1","28","72","60","36","13"
"20222","D","발달상권","3120061","올림픽대교북단","1094","864","230","1","228","403","324","95","43","0","165","326","290","55","28","1","63","77","34","40","15"
"20222","D","발달상권","3120056","구의역","1879","884","995","6","322","352","510","413","276","6","105","129","223","246","175","0","217","223","287","167","101"
"20222","D","발달상권","3120059","구삼강변맛길","3277","1779","1498","6","431","676","553","747","864","4","244","472","365","322","372","2","187","204","188","425","492"
"20222","A","골목상권","3110149","세종대학교","122","72","50","0","15","21","31","23","32","0","8","13","19","7","25","0","7","8","12","16","7"
"20222","A","골목상권","3110155","광진구청","8356","7701","655","0","240","853","2408","4046","809","0","172","765","2256","3748","760","0","68","88","152","298","49"
"20222","A","골목상권","3110139","자양4동주민센터","204","116","88","0","13","28","53","51","59","0","3","14","32","25","42","0","10","14","21","26","17"
"20222","R","전통시장","3130077","조양시장","31","19","12","0","11","7","8","5","0","0","6","5","4","4","0","0","5","2","4","1","0"
"20222","A","골목상권","3110167","용마초등학교","380","223","157","2","22","56","99","112","89","0","9","20","52","64","78","2","13","36","47","48","11"
"20222","A","골목상권","3110176","해오름공원","791","439","352","1","84","212","229","173","92","1","32","119","126","91","70","0","52","93","103","82","22"
"20222","A","골목상권","3110204","간데메공원","411","268","143","3","83","97","82","89","57","3","57","64","46","58","40","0","26","33","36","31","17"
"20222","A","골목상권","3110226","장안1동주민센터","1882","1005","877","2","147","247","333","512","641","2","87","148","213","253","302","0","60","99","120","259","339"
"20222","A","골목상권","3110211","전곡마을마당공원","626","445","181","1","66","101","170","194","94","0","45","73","129","143","55","1","21","28","41","51","39"
"20222","A","골목상권","3110207","시립대앞사거리","33","21","12","0","4","10","6","5","8","0","2","8","3","3","5","0","2","2","3","2","3"
"20222","R","전통시장","3130086","서울약령시장","1184","651","533","4","113","208","305","341","213","0","56","128","165","181","121","4","57","80","140","160","92"
"20222","R","전통시장","3130087","경동광성상가(경동시장)","28","20","8","0","5","3","8","7","5","0","3","2","6","5","4","0","2","1","2","2","1"
"20222","A","골목상권","3110198","동대문중앙새마을금고본점","67","26","41","0","1","0","18","37","11","0","0","0","8","10","8","0","1","0","10","27","3"
"20222","A","골목상권","3110200","동대문경찰서","74","50","24","0","1","6","21","13","33","0","0","1","11","6","32","0","1","5","10","7","1"
"20222","R","전통시장","3130115","우림골목시장","307","106","201","2","80","61","68","64","32","0","29","11","30","20","16","2","51","50","38","44","16"
"20222","A","골목상권","3110256","면목2동체육관","477","321","156","2","56","66","82","140","131","1","21","35","45","109","110","1","35","31","37","31","21"
"20222","A","골목상권","3110266","면목동우체국","225","182","43","0","10","31","38","79","67","0","1","19","30","69","63","0","9","12","8","10","4"
"20222","A","골목상권","3110236","신묵초등학교","1015","836","179","0","185","302","228","255","45","0","135","246","194","228","33","0","50","56","34","27","12"
"20222","A","골목상권","3110267","망우역 2번","139","49","90","1","15","28","50","28","17","1","2","10","19","13","4","0","13","18","31","15","13"
"20222","A","골목상권","3110234","중랑역 4번","96","41","55","0","15","16","23","25","17","0","2","5","10","14","10","0","13","11","13","11","7"
"20222","R","전통시장","3130121","길음시장","88","19","69","0","36","24","10","8","10","0","2","5","3","2","7","0","34","19","7","6","3"
"20222","A","골목상권","3110321","동덕여대","58","14","44","0","0","4","13","18","23","0","0","4","4","4","2","0","0","0","9","14","21"
"20222","A","골목상권","3110324","월곡역 4번","99","55","44","0","31","21","19","18","10","0","9","10","13","14","9","0","22","11","6","4","1"
"20222","A","골목상권","3110298","솔숲어린이공원","77","28","49","0","18","11","24","12","12","0","3","5","7","5","8","0","15","6","17","7","4"
"20222","A","골목상권","3110314","종암경찰서","949","699","250","1","127","271","223","286","41","0","72","206","162","231","28","1","55","65","61","55","13"
"20222","A","골목상권","3110365","미아역 5번","341","83","258","0","17","21","44","63","196","0","5","12","15","17","34","0","12","9","29","46","162"
"20222","A","골목상권","3110368","송천초등학교","199","178","21","0","9","16","39","71","64","0","5","11","34","66","62","0","4","5","5","5","2"
"20222","A","골목상권","3110352","수유1동주민센터","275","112","163","0","23","49","101","79","23","0","11","22","37","29","13","0","12","27","64","50","10"
"20222","A","골목상권","3110349","화계역 2번","83","67","16","0","6","4","21","33","19","0","5","3","12","28","19","0","1","1","9","5","0"
"20222","A","골목상권","3110367","강북구청","1943","976","967","5","195","512","483","522","226","4","64","205","237","340","126","1","131","307","246","182","100"
"20222","A","골목상권","3110339","국립4.19민주묘지","11","6","5","0","2","2","5","0","2","0","0","2","3","0","1","0","2","0","2","0","1"
"20222","A","골목상권","3110346","4.19민주묘지역 2번","96","48","48","0","12","13","19","19","33","0","3","7","8","7","23","0","9","6","11","12","10"
"20222","A","골목상권","3110395","신한은행 방학동지점","163","42","121","0","17","20","44","42","40","0","0","2","11","9","20","0","17","18","33","33","20"
"20222","A","골목상권","3110403","방학1동주민센터","316","167","149","1","44","56","63","78","74","1","30","37","36","36","27","0","14","19","27","42","47"
"20222","A","골목상권","3110393","국민은행방학지점","49","13","36","0","2","10","17","15","5","0","0","0","4","6","3","0","2","10","13","9","2"
"20222","A","골목상권","3110398","쌍문2동우체국","474","326","148","0","30","65","96","153","130","0","11","27","50","124","114","0","19","38","46","29","16"
"20222","R","전통시장","3130150","창동골목시장","84","47","37","0","19","30","14","8","13","0","7","20","9","5","6","0","12","10","5","3","7"
"20222","A","골목상권","3110401","도봉구민회관","243","65","178","0","29","32","38","87","57","0","4","14","14","22","11","0","25","18","24","65","46"
"20222","D","발달상권","3120084","공릉역","712","546","166","3","33","59","110","240","267","1","11","22","63","205","244","2","22","37","47","35","23"
"20222","A","골목상권","3110419","수락산디자인거리","695","462","233","5","94","131","159","180","126","5","49","76","108","130","94","0","45","55","51","50","32"
"20222","A","골목상권","3110425","계상초등학교","136","59","77","2","18","12","36","40","28","2","5","7","19","15","11","0","13","5","17","25","17"
"20222","A","골목상권","3110421","석계역 1번","249","109","140","0","22","37","78","65","47","0","8","16","31","26","28","0","14","21","47","39","19"
"20222","R","전통시장","3130167","연신내상점가(연빛거리)","632","234","398","1","143","140","156","118","74","1","30","48","57","51","47","0","113","92","99","67","27"
"20222","D","발달상권","3120088","구산역","799","279","520","2","86","117","175","272","147","2","30","65","68","59","55","0","56","52","107","213","92"
"20222","A","골목상권","3110473","구산역 1번","436","241","195","0","34","59","113","107","123","0","24","27","53","49","88","0","10","32","60","58","35"
"20222","A","골목상권","3110487","불광역 8번","63","35","28","0","11","22","15","8","7","0","6","11","7","8","3","0","5","11","8","0","4"
"20222","A","골목상권","3110480","연신내역 3번","161","51","110","0","16","35","52","35","23","0","3","9","17","12","10","0","13","26","35","23","13"
"20222","A","골목상권","3110474","세명컴퓨터고등학교","119","55","64","0","7","33","28","23","28","0","2","14","11","8","20","0","5","19","17","15","8"
"20222","A","골목상권","3110482","연신초등학교","11","7","4","0","0","0","4","6","1","0","0","0","3","3","1","0","0","0","1","3","0"
"20222","A","골목상권","3110455","역촌노인복지관","690","369","321","2","73","120","187","203","105","0","37","64","89","109","70","2","36","56","98","94","35"
"20222","A","골목상권","3110470","신진과학기술고등학교","93","65","28","0","7","17","34","25","10","0","5","10","26","19","5","0","2","7","8","6","5"
"20222","A","골목상권","3110475","백련산해모로아파트","245","127","118","1","23","44","76","70","31","1","10","24","44","29","19","0","13","20","32","41","12"
"20222","D","발달상권","3120089","구파발역","5","1","4","0","0","0","1","2","2","0","0","0","0","1","0","0","0","0","1","1","2"
"20222","D","발달상권","3120096","이화여대(이대역, 이대)","493","210","283","1","81","137","130","86","58","0","27","52","48","43","40","1","54","85","82","43","18"
"20222","A","골목상권","3110532","아현역 2번","328","204","124","0","52","33","46","78","119","0","17","13","22","57","95","0","35","20","24","21","24"
"20222","R","전통시장","3130178","이대 앞 스타트업 상점가","30","6","24","0","5","5","8","6","6","0","1","0","3","0","2","0","4","5","5","6","4"
"20222","A","골목상권","3110517","서대문소방서","884","634","250","8","197","216","203","177","83","5","99","170","163","146","51","3","98","46","40","31","32"
"20222","A","골목상권","3110512","연희지하차도","335","165","170","0","40","62","102","99","32","0","14","38","44","49","20","0","26","24","58","50","12"
"20222","A","골목상권","3110536","돈의문센트레빌아파트입구","141","105","36","0","12","23","61","32","13","0","7","17","50","21","10","0","5","6","11","11","3"
"20222","A","골목상권","3110534","경기대학교","157","88","69","0","10","29","28","42","48","0","7","20","14","19","28","0","3","9","14","23","20"
"20222","A","골목상권","3110516","정원여중","227","101","126","0","35","40","62","65","25","0","17","18","27","23","16","0","18","22","35","42","9"
"20222","A","골목상권","3110527","홍제역 2번","185","89","96","1","36","40","36","40","32","1","11","26","15","21","15","0","25","14","21","19","17"
"20222","A","골목상권","3110572","서강대역 1번","470","254","216","1","63","130","117","116","43","1","32","67","58","66","30","0","31","63","59","50","13"
"20222","A","골목상권","3110575","대흥동주민센터","208","157","51","2","25","48","36","49","48","2","11","35","25","41","43","0","14","13","11","8","5"
"20222","D","발달상권","3120100","망원역","846","397","449","4","199","227","191","137","88","2","52","99","101","94","49","2","147","128","90","43","39"
"20222","R","전통시장","3130185","망원월드컵시장","190","123","67","1","26","69","53","25","16","1","14","43","35","16","14","0","12","26","18","9","2"
"20222","A","골목상권","3110547","KB국민은행 망원동지점","284","168","116","0","13","47","93","76","55","0","4","25","55","45","39","0","9","22","38","31","16"
"20222","R","전통시장","3130183","상암동상점가","816","607","209","1","89","204","283","187","52","0","49","150","227","143","38","1","40","54","56","44","14"
"20222","A","골목상권","3110569","홍대땡땡거리","358","153","205","2","62","108","97","53","36","1","18","48","46","19","21","1","44","60","51","34","15"
"20222","A","골목상권","3110554","망원역 1번","1579","777","802","2","213","371","508","350","135","2","105","188","241","156","85","0","108","183","267","194","50"
"20222","A","골목상권","3110551","성서초등학교","803","387","416","1","110","164","235","172","121","1","42","90","114","81","59","0","68","74","121","91","62"
"20222","R","전통시장","3130198","아현시장","203","45","158","1","51","84","52","10","5","0","8","5","26","4","2","1","43","79","26","6","3"
"20222","A","골목상권","3110550","합정역 8번","1578","740","838","1","240","411","414","333","179","0","84","165","221","171","99","1","156","246","193","162","80"
"20222","A","골목상권","3110546","양화대교북단","732","436","296","3","189","254","157","76","53","3","81","126","120","62","44","0","108","128","37","14","9"
"20222","D","발달상권","3120114","목동신시가지","13498","9371","4127","46","2070","3798","3444","2895","1245","29","1126","2619","2554","2204","839","17","944","1179","890","691","406"
"20222","A","골목상권","3110619","목4동주민센터","311","203","108","1","51","87","89","64","19","1","16","52","58","57","19","0","35","35","31","7","0"
"20222","A","골목상권","3110607","금빛새마을금고본점","47","29","18","0","1","10","11","14","11","0","1","4","5","10","9","0","0","6","6","4","2"
"20222","A","골목상권","3110608","신월2동주민센터","875","454","421","1","51","116","229","273","205","1","23","69","117","127","117","0","28","47","112","146","88"
"20222","A","골목상권","3110647","화곡역 5번","899","461","438","2","117","230","224","230","96","1","44","138","111","116","51","1","73","92","113","114","45"
"20222","A","골목상권","3110594","신월중학교","357","182","175","0","35","116","89","85","32","0","10","41","50","52","29","0","25","75","39","33","3"
"20222","R","전통시장","3130205","신곡종합시장(신월6동 골목시장)","141","103","38","1","17","36","39","32","16","0","10","27","33","18","15","1","7","9","6","14","1"
"20222","A","골목상권","3110602","신월시영아파트중문","674","584","90","1","8","23","81","250","311","0","4","14","55","218","293","1","4","9","26","32","18"
"20222","A","골목상권","3110600","신월7동주민센터","350","263","87","0","32","30","66","101","121","0","17","14","38","79","115","0","15","16","28","22","6"
"20222","A","골목상권","3110610","계남근린공원","126","85","41","0","5","11","41","44","25","0","3","6","28","35","13","0","2","5","13","9","12"
"20222","A","골목상권","3110616","양목초등학교","161","103","58","0","3","23","19","40","76","0","2","18","14","32","37","0","1","5","5","8","39"
"20222","A","골목상권","3110611","신정역 1번","289","192","97","2","34","57","88","74","34","2","20","42","52","46","30","0","14","15","36","28","4"
"20222","A","골목상권","3110635","공항시장역 3번","1451","391","1060","4","64","82","162","479","660","1","43","58","63","33","193","3","21","24","99","446","467"
"20222","D","발달상권","3120122","강서구청","2179","1231","948","4","314","461","494","447","459","2","103","228","271","262","365","2","211","233","223","185","94"
"20222","A","골목상권","3110638","신방화역 2번","372","202","170","3","53","75","88","87","66","3","22","40","44","43","50","0","31","35","44","44","16"
"20222","A","골목상권","3110650","우장산힐스테이트","143","116","27","0","23","30","51","20","19","0","15","25","42","17","17","0","8","5","9","3","2"
"20222","A","골목상권","3110702","개봉초등학교","131","93","38","1","15","18","33","34","30","1","10","13","23","24","22","0","5","5","10","10","8"
"20222","R","전통시장","3130227","고척골목시장상점가(그라운드 고척)","33","14","19","0","4","6","10","8","5","0","0","1","5","5","3","0","4","5","5","3","2"
"20222","A","골목상권","3110699","덕의초등학교","136","79","57","0","14","22","29","43","28","0","7","14","13","24","21","0","7","8","16","19","7"
"20222","D","발달상권","3120129","구로디지털단지","48873","32033","16840","196","10422","16630","12386","5777","3462","127","5285","11083","8771","3995","2772","69","5137","5547","3615","1782","690"
"20222","A","골목상권","3110712","남구로역 5번","233","108","125","1","32","36","66","64","34","0","10","17","24","32","25","1","22","19","42","32","9"
"20222","A","골목상권","3110720","대림역 2번","228","87","141","0","27","50","65","49","37","0","11","14","18","17","27","0","16","36","47","32","10"
"20222","R","전통시장","3130231","독산동 우시장","611","476","135","2","31","74","126","196","182","0","16","55","97","145","163","2","15","19","29","51","19"
"20222","A","골목상권","3110745","독산동정훈단지","251","191","60","0","11","20","33","86","101","0","3","12","22","64","90","0","8","8","11","22","11"
"20222","D","발달상권","3120134","구로전화국","2014","1668","346","0","107","157","172","223","1355","0","44","75","96","153","1300","0","63","82","76","70","55"
"20222","A","골목상권","3110755","동일여자고등학교","193","51","142","0","10","24","45","70","44","0","3","8","17","11","12","0","7","16","28","59","32"
"20222","D","발달상권","3120143","당산역","2671","1987","684","9","326","516","558","517","745","2","194","394","403","386","608","7","132","122","155","131","137"
"20222","A","골목상권","3110778","구로디지털단지역 4번","1596","862","734","0","248","459","484","224","181","0","122","281","192","136","131","0","126","178","292","88","50"
"20222","A","골목상권","3110771","대림역 11번","955","604","351","0","22","38","128","210","557","0","21","30","73","131","349","0","1","8","55","79","208"
"20222","D","발달상권","3120139","대림3동사거리","3619","2404","1215","14","423","867","992","727","596","5","220","632","783","462","302","9","203","235","209","265","294"
"20222","A","골목상권","3110768","도림2동유수지내체육시설","294","155","139","0","20","43","63","73","95","0","7","22","32","41","53","0","13","21","31","32","42"
"20222","A","골목상권","3110759","문래예술촌(문래창작촌)","4221","2168","2053","9","521","838","1001","1281","571","5","266","553","595","462","287","4","255","285","406","819","284"
"20222","D","발달상권","3120152","신대방삼거리역","578","278","300","1","66","127","150","148","86","1","22","63","80","70","42","0","44","64","70","78","44"
"20222","A","골목상권","3110818","신대방역 3번","20","9","11","0","1","3","7","7","2","0","1","3","2","1","2","0","0","0","5","6","0"
"20222","A","골목상권","3110856","미성초등학교","538","295","243","3","58","85","170","150","72","1","28","44","99","71","52","2","30","41","71","79","20"
"20222","A","골목상권","3110874","원신초등학교(구세군관악영문교회)","46","15","31","1","4","19","7","12","3","1","1","3","3","6","1","0","3","16","4","6","2"
"20222","A","골목상권","3110879","신림현대아파트","17","7","10","0","2","3","5","5","2","0","1","2","2","2","0","0","1","1","3","3","2"
"20222","A","골목상권","3110885","영락고등학교","339","213","126","0","37","58","94","88","62","0","18","33","61","56","45","0","19","25","33","32","17"
"20222","D","발달상권","3120157","신림역(신림)","637","257","380","1","96","116","146","139","139","0","19","40","82","49","67","1","77","76","64","90","72"
"20222","A","골목상권","3110858","신대방역 1번","66","33","33","0","5","9","17","7","28","0","0","1","6","2","24","0","5","8","11","5","4"
"20222","A","골목상권","3110872","신림초등학교","279","196","83","3","54","68","69","54","31","3","36","54","54","42","7","0","18","14","15","12","24"
"20222","A","골목상권","3110855","신대방역 2번","429","275","154","2","53","111","126","90","47","0","22","81","83","55","34","2","31","30","43","35","13"
"20222","R","전통시장","3130276","신림중앙시장(조원동 펭귄시장)","39","27","12","0","1","2","13","11","12","0","0","2","7","9","9","0","1","0","6","2","3"
"20222","A","골목상권","3110947","청계산입구역 2번(내곡동주민센터)","112","45","67","0","18","17","27","18","32","0","8","9","14","7","7","0","10","8","13","11","25"
"20222","D","발달상권","3120177","신논현역 1번","694","436","258","1","84","187","202","143","77","0","34","111","130","106","55","1","50","76","72","37","22"
"20222","D","발달상권","3120187","신논현역","13076","7778","5298","64","3624","3962","2984","1673","769","27","1516","2302","2121","1247","565","37","2108","1660","863","426","204"
"20222","A","골목상권","3110913","방현초등학교(방배119안전센터)","3293","2109","1184","7","571","1263","876","376","200","4","272","822","625","237","149","3","299","441","251","139","51"
"20222","A","골목상권","3110934","우면주공아파트","994","674","320","6","197","291","253","161","86","5","83","217","195","110","64","1","114","74","58","51","22"
"20222","A","골목상권","3110937","방아다리근린공원(횃불트리니티신학대학원대학교)","2465","1270","1195","7","634","861","542","318","103","6","246","507","335","113","63","1","388","354","207","205","40"
"20222","D","발달상권","3120183","양재천카페거리","3558","2626","932","12","586","972","848","551","589","10","364","717","638","413","484","2","222","255","210","138","105"
"20222","D","발달상권","3120205","매봉역","13950","9370","4580","95","2838","4203","3126","1781","1907","44","1450","2959","2521","1302","1094","51","1388","1244","605","479","813"
"20222","D","발달상권","3120194","언주역(차병원)","12628","8724","3904","37","2790","4202","2802","1923","874","14","1366","2863","2239","1588","654","23","1424","1339","563","335","220"
"20222","A","골목상권","3110955","논현초등학교","3430","2238","1192","19","719","823","793","625","451","13","417","568","554","389","297","6","302","255","239","236","154"
"20222","R","전통시장","3130303","영동전통시장","242","95","147","0","21","60","67","58","36","0","7","19","22","24","23","0","14","41","45","34","13"
"20222","D","발달상권","3120215","포스코사거리","61667","40706","20961","170","9756","22506","18178","8408","2649","29","4305","14324","13853","6409","1786","141","5451","8182","4325","1999","863"
"20222","A","골목상권","3110992","도곡초등학교","2179","1144","1035","3","269","440","484","524","459","1","108","253","258","260","264","2","161","187","226","264","195"
"20222","A","골목상권","3110991","삼성중앙역 5번","1246","794","452","1","111","415","339","275","105","1","28","243","229","216","77","0","83","172","110","59","28"
"20222","A","골목상권","3111000","대왕초등학교(세곡동사거리서남측)","39","20","19","0","7","10","12","8","2","0","0","4","10","4","2","0","7","6","2","4","0"
"20222","A","골목상권","3110999","윗방죽마을공원","268","130","138","2","19","43","44","83","77","1","12","27","27","39","24","1","7","16","17","44","53"
"20222","R","전통시장","3130302","강남시장(강남구 강남시장)","58","33","25","0","13","15","14","8","8","0","7","10","9","2","5","0","6","5","5","6","3"
"20222","A","골목상권","3110963","역삼월드메르디앙아파트","779","545","234","1","126","183","226","154","89","0","79","144","171","97","54","1","47","39","55","57","35"
"20222","A","골목상권","3110967","역삼역 8번","377","228","149","0","63","92","89","92","41","0","31","51","60","56","30","0","32","41","29","36","11"
"20222","A","골목상권","3110972","강남세브란스병원미래의학연구센터","2628","1440","1188","17","539","669","692","581","130","4","240","428","438","258","72","13","299","241","254","323","58"
"20222","A","골목상권","3110969","베르사이유1아파트","1546","1230","316","4","231","442","483","285","101","2","165","345","402","239","77","2","66","97","81","46","24"
"20222","R","전통시장","3130307","도곡시장","17","9","8","0","0","3","4","7","3","0","0","2","1","4","2","0","0","1","3","3","1"
"20222","A","골목상권","3110990","청담역 12번","262","109","153","2","61","92","56","36","15","0","12","32","29","23","13","2","49","60","27","13","2"
"20222","A","골목상권","3110985","청담근린공원","1338","948","390","0","193","447","374","226","98","0","98","346","275","157","72","0","95","101","99","69","26"
"20222","R","전통시장","3130308","청담삼익시장","48","30","18","0","5","11","13","7","12","0","3","6","8","4","9","0","2","5","5","3","3"
"20222","D","발달상권","3120231","가락시장","5698","4083","1615","0","368","1051","1564","1654","1061","0","264","836","1185","1098","700","0","104","215","379","556","361"
"20222","D","발달상권","3120240","개롱역","1609","1102","507","7","212","314","404","431","241","5","125","230","269","295","178","2","87","84","135","136","63"
"20222","A","골목상권","3111021","방이역 4번","7683","5874","1809","22","793","1329","1979","2137","1423","15","391","912","1552","1769","1235","7","402","417","427","368","188"
"20222","A","골목상권","3111008","석촌고분역 3번","1551","1177","374","1","182","286","280","382","420","1","148","237","208","248","335","0","34","49","72","134","85"
"20222","A","골목상권","3111015","석촌역 3번","1352","778","574","1","151","315","350","351","184","1","72","199","216","181","109","0","79","116","134","170","75"
"20222","A","골목상권","3111016","송파역 2번","3803","1601","2202","15","1126","1104","801","601","156","8","407","533","427","165","61","7","719","571","374","436","95"
"20222","A","골목상권","3111038","보인중학교","416","270","146","0","26","66","113","123","88","0","11","38","85","88","48","0","15","28","28","35","40"
"20222","A","골목상권","3111011","잠실나루역","9608","7747","1861","42","1275","3018","2795","2046","432","18","924","2492","2309","1674","330","24","351","526","486","372","102"
"20222","A","골목상권","3111003","삼전역 4번","1996","1337","659","6","249","412","549","437","343","1","160","278","332","308","258","5","89","134","217","129","85"
"20222","R","전통시장","3130311","새마을시장","377","246","131","1","60","78","104","75","59","0","28","48","80","55","35","1","32","30","24","20","24"
"20222","R","전통시장","3130326","고덕 골목형상점가","935","850","85","0","8","37","165","395","330","0","4","31","147","360","308","0","4","6","18","35","22"
"20222","A","골목상권","3111088","고덕동성당","123","54","69","0","15","32","32","31","13","0","4","15","10","15","10","0","11","17","22","16","3"
"20222","A","골목상권","3111071","천동초등학교","76","52","24","0","4","15","21","25","11","0","4","6","18","16","8","0","0","9","3","9","3"
"20222","A","골목상권","3111079","둔촌고등학교(둔촌중학교)","377","197","180","1","43","58","60","76","139","1","28","34","33","28","73","0","15","24","27","48","66"
